unique_id,name,condition,length,total_delay_time,delay_time_per_vehicle,breaks_down,delay_time_Scenario_7_1,breaks_down_Scenario_7_1,delay_car_Scenario_7_1,delay_time_Scenario_7_2,breaks_down_Scenario_7_2,delay_car_Scenario_7_2,delay_time_Scenario_7_3,breaks_down_Scenario_7_3,delay_car_Scenario_7_3,delay_time_Scenario_7_4,breaks_down_Scenario_7_4,delay_car_Scenario_7_4,delay_time_Scenario_7_5,breaks_down_Scenario_7_5,delay_car_Scenario_7_5,delay_time_Scenario_7_6,breaks_down_Scenario_7_6,delay_car_Scenario_7_6,delay_time_Scenario_7_7,breaks_down_Scenario_7_7,delay_car_Scenario_7_7,delay_time_Scenario_7_8,breaks_down_Scenario_7_8,delay_car_Scenario_7_8,delay_time_Scenario_7_9,breaks_down_Scenario_7_9,delay_car_Scenario_7_9,delay_time_Scenario_7_10,breaks_down_Scenario_7_10,delay_car_Scenario_7_10
657,CHARA KANDI BOX CULVERT id 657,A,0.0081999999999999,0,0,False,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,78809.79054278486,True,18.7642358435198,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0
660,R. R TEXTAIL BOX CULVERT id 660,A,0.0045,0,0,False,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0
665,BARSH BARIA BRIDGE id 665,B,0.0216,0,0,False,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0
669,DOKHIN BASH-KHALI BOX CULVERT id 669,A,0.0052,0,0,False,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0
672,SOTTANA MONDIR CULVERT id 672,A,0.0081999999999999,0,0,False,0.0,False,0.0,0.0,False,0.0,82394.55624297165,True,19.432678359191087,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0
675,GULAM JUTE MILE BOX CULVERT id 675,A,0.003,0,0,False,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,66896.62168447557,True,15.969592190133913,0.0,False,0.0
677,KYSTELGATE ARCH id 677,B,0.0163,0,0,False,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0
686,Chotokumir Bridge id 686,B,0.04111,0,0,False,0.0,False,0.0,59953.73290504,True,14.180163884824564,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0
692,ROYL CIMINT GATE CULVETRT id 692,A,0.0045,0,0,False,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0
695,GORA MARA RCC GIRDER BRIDGE id 695,A,0.0176,0,0,False,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0
699,GORA MARI BOX CULVERT id 699,B,0.003,0,0,False,0.0,False,0.0,76306.39498449914,True,18.02655208705386,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,45835.865506658825,True,10.85643427443324,0.0,False,0.0,75547.09121187511,True,17.331289564550246,0.0,False,0.0,0.0,False,0.0
701,BARAOWLLA BOX CULVERT id 701,A,0.0045,0,0,False,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0
704,MUDDO SONAISORI BRIDGE id 704,C,0.0232,0,0,False,71119.7268822119,True,16.659575282786825,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,48964.57369143794,True,11.600230677906293,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,44597.02987917614,True,10.648765491684,0.0,False,0.0
708,HATIBORI BOX CULVERT id 708,A,0.006,0,0,False,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0
711,Modonhat Bridge id 711,C,0.02432,0,0,False,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,43446.03412102531,True,10.341831497507316,0.0,False,0.0,49536.43693940751,True,11.732931534676329,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0
716,SALAKHARPAD BRIDGE id 716,B,0.0263,0,0,False,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,70591.49599021436,True,16.60585650204894,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0
720,VATERIE BRIDGE id 720,A,0.04,0,0,False,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,74432.06579653168,True,17.755740886577552,0.0,False,0.0
