,Road,Name,LRP,Offset,Chainage,LRP_2,Offset_2,Chainage_2,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),type,identified_roads,base_road,condition,lat,lon
6024,,JALLAN,,,64.435,,,,,,,,,,,,,,,,,,,,,,bridge,,R203,D,23.869980234,91.0357589566666
6025,R210-1,"Shahepratap (road start, int with N2) - Shatirpara (Int.with R114)",LRPS,0,0.0,LRPS,1334,1.334,1.334,26.0,305.0,330.0,249.0,401.0,384.0,92.0,469.0,5262.0,746.0,596.0,971.0,0.0,8264.0,1567.0,9831.0,9831.0,road,"['N2', 'R114']",R210,,23.9098056,90.6879163
6026,,KHATEHARA SATU,,,0.949,,,,,,,,,,,,,,,,,,,,,,bridge,,R210,A,23.9121668278728,90.6966787413203
6027,,Khatahar Bridge,,,0.949,,,,,,,,,,,,,,,,,,,,,,bridge,,R210,A,23.9121668278728,90.6966787413203
6028,R210-2,Shatirpara (Int.with R114)-Narsingdi,LRPS,1334,1.334,LRPE,0,4.99,3.656,26.0,305.0,330.0,249.0,401.0,384.0,92.0,469.0,5262.0,746.0,596.0,971.0,0.0,8264.0,1567.0,9831.0,9831.0,road,['R114'],R210,,23.9133056,90.7003333
6029,,CHOALA,,,2.413,,,,,,,,,,,,,,,,,,,,,,bridge,,R210,C,23.917238326,90.70961826425
6030,,SATIR PARA,,,2.774,,,,,,,,,,,,,,,,,,,,,,bridge,,R210,C,23.918466448,90.7129023715
6031,R211-1,"Itakhola (road start, )-Bandardia (Iny.with Z2033)",LRPS,0,0.0,LRP003,817,3.75,3.750,0.0,460.0,168.0,165.0,591.0,149.0,20.0,160.0,1202.0,392.0,174.0,248.0,0.0,3307.0,422.0,3729.0,3729.0,road,['Z2033'],R211,,23.980166,90.7334719
6032,,ITAKHOLA BOX CULVERT,,,0.102,,,,,,,,,,,,,,,,,,,,,,bridge,,R211,A,23.9810261749693,90.7337856911656
6033,,AMTOLI BOX CULVERT,,,1.164,,,,,,,,,,,,,,,,,,,,,,bridge,,R211,A,23.9901282332703,90.7360592960302
6034,,AMTOLI BOX CULVERT,,,1.687,,,,,,,,,,,,,,,,,,,,,,bridge,,R211,A,23.9946870334593,90.7371304079395
6035,,AMTOLI BOX CULVERT,,,2.444,,,,,,,,,,,,,,,,,,,,,,bridge,,R211,A,24.0014281618147,90.7375278204158
6036,,BAJNABOR BOX CULVERT,,,3.549,,,,,,,,,,,,,,,,,,,,,,bridge,,R211,A,24.0113096947702,90.7372536603803
6037,R211-2,Bandardia (Iny.with Z2033) - Shibpur (Int.with Z2036),LRP003,817,3.75,LRP005,1670,6.632,2.882,0.0,460.0,168.0,165.0,591.0,149.0,20.0,160.0,1202.0,392.0,174.0,248.0,0.0,3307.0,422.0,3729.0,3729.0,road,"['Z2033', 'Z2036']",R211,,24.0129722,90.7373052
6038,,BAJNABOR BOX CULVERT,,,4.315,,,,,,,,,,,,,,,,,,,,,,bridge,,R211,A,24.0180419466666,90.7374977733333
