Road,Name,LRP,Offset,Chainage,LRP_2,Offset_2,Chainage_2,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),type,identified_roads,base_road,condition,lat,lon,Type,Connected_Road1,Connected_Road2,Connected_Road3
N5-64,"Panchgarh Sugar Mill, int. with Z5021-Panchgarh, int. with Z5001",LRP469,70.0,470.992,LRP469,930.0,471.852,0.86,181.0,346.0,418.0,134.0,246.0,120.0,90.0,107.0,1476.0,2341.0,2111.0,2027.0,0.0,5459.0,4138.0,9597.0,9597.0,road,"['Z5021', 'Z5001']",N5,,26.3212771,88.5535833,Intersection,Z5021,Z5001,
N5-65,Panchgarh int. with Z5001- Nizbari int. with Z5060,LRP469,930.0,471.852,LRP493,537.0,495.369,23.517,265.0,505.0,132.0,38.0,120.0,48.0,23.0,34.0,443.0,493.0,328.0,183.0,0.0,2101.0,511.0,2612.0,2612.0,road,"['Z5001', 'Z5060']",N5,,26.3268049,88.549333,Intersection,Z5001,Z5060,
,.,,,474.673,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.3490111067484,88.5585896515337,Bridge,,,
,.,,,475.182,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.353473164,88.559731104,Bridge,,,
,.,,,475.95,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.3602492104,88.5613430736,Bridge,,,
,.,,,478.069,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.3790041409836,88.5629929254098,Bridge,,,
,.,,,479.036,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.3877990648769,88.5628330926174,Bridge,,,
,.,,,480.389,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.399612589,88.5607701422,Bridge,,,
,.,,,480.819,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4034265209009,88.5599275076576,Bridge,,,
,.,,,481.886,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4124774115942,88.5589319956521,Bridge,,,
,Chawai Bridge,,,483.866,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4290695332642,88.565096658031,Bridge,,,
,Chawai Bridge,,,483.866,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,B,26.4290695332642,88.565096658031,Bridge,,,
,.,,,486.654,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.451613030297,88.5619753390099,Bridge,,,
,.,,,487.66,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4573618480369,88.5563835351039,Bridge,,,
,.,,,488.701,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4634465137999,88.5487219139,Bridge,,,
,.,,,488.706,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4634751248,88.5486828844,Bridge,,,
,.,,,489.18,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.466112586266,88.5450352429184,Bridge,,,
,.,,,489.568,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.468251665236,88.5420632961373,Bridge,,,
,.,,,490.429,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4730916019628,88.5352591866735,Bridge,,,
,.,,,490.766,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4749782217391,88.5326189,Bridge,,,
,.,,,490.895,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4756955583333,88.5315966645833,Bridge,,,
,.,,,491.559,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4791538916666,88.5262362479166,Bridge,,,
,Bhajanpur Bridge,,,492.827,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4790359028169,88.5142156049295,Bridge,,,
,Bhajanpur Bridge,,,492.827,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,B,26.4790359028169,88.5142156049295,Bridge,,,
,.,,,494.263,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4753208596439,88.5004886848664,Bridge,,,
N5-66,"Nizbari, int. with Z5060-Banglabanda",LRP493,537.0,495.369,LRP524,20.0,526.033,30.664,265.0,505.0,132.0,38.0,120.0,48.0,23.0,34.0,443.0,493.0,328.0,183.0,0.0,2101.0,511.0,2612.0,2612.0,road,['Z5060'],N5,,26.4702216,88.4912774,Intersection,Z5060,,
,,,,495.605,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4687439403174,88.489487695873,Bridge,,,
,.,,,495.605,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4687439403174,88.489487695873,Bridge,,,
,.,,,496.627,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4702664763636,88.4806585054545,Bridge,,,
,.,,,497.3,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4708542150501,88.4741238897993,Bridge,,,
,.,,,498.161,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4714067666666,88.4654347666666,Bridge,,,
,,,,498.161,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,B,26.4714067666666,88.4654347666666,Bridge,,,
,.,,,499.949,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4754408043887,88.4485519103448,Bridge,,,
,.,,,500.993,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,C,26.4770042312741,88.4386599729729,Bridge,,,
,.,,,501.198,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4779606472972,88.437000027027,Bridge,,,
,.,,,501.715,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4801300937172,88.4327491942408,Bridge,,,
,.,,,502.702,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4828911340816,88.4233384472448,Bridge,,,
,.,,,503.988,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4855941873994,88.4108194254691,Bridge,,,
,,,,505.489,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.488138214,88.3961711273333,Bridge,,,
,.,,,505.489,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.488138214,88.3961711273333,Bridge,,,
,,,,507.097,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4887293234449,88.3800721349282,Bridge,,,
,.,,,507.097,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4887293234449,88.3800721349282,Bridge,,,
,.,,,508.047,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.4900653064327,88.3715704994152,Bridge,,,
,.,,,511.814,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.5170072385,88.35588992625,Bridge,,,
,,,,512.693,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.5237552438202,88.3598863921348,Bridge,,,
,.,,,512.693,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.5237552438202,88.3598863921348,Bridge,,,
,Amla Bridge,,,512.736,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,B,26.524096127528,88.3600823368539,Bridge,,,
,.,,,516.568,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.555150142,88.377065723,Bridge,,,
,.,,,517.048,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.5589248212389,88.3791188137168,Bridge,,,
,,,,517.048,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,B,26.5589248212389,88.3791188137168,Bridge,,,
,.,,,520.948,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.5906392227488,88.3963136545023,Bridge,,,
,.,,,522.718,,,,,,,,,,,,,,,,,,,,,,bridge,,N5,A,26.6051453552828,88.4040994790821,Bridge,,,
N501-1,Diabari More-Birulia (Int.with N511),LRPS,0.0,0.0,LRP006,660.0,6.611,6.611,72.0,387.0,1943.0,170.0,1627.0,1787.0,399.0,2007.0,1443.0,988.0,165.0,355.0,3.0,10823.0,523.0,11346.0,11346.0,road,['N511'],N501,,23.7985552,90.3434163,Intersection,N511,,
,VARIBAD BOX CULVERT,,,5.886,,,,,,,,,,,,,,,,,,,,,,bridge,,N501,A,23.844899293,90.3409732355,Bridge,,,
N501-2,Birulia (Int.with N511)-Dhour (Int.with N302),LRP006,660.0,6.611,LRPE,0.0,11.942,5.331,72.0,387.0,1943.0,170.0,1627.0,1787.0,399.0,2007.0,1443.0,988.0,165.0,355.0,3.0,10823.0,523.0,11346.0,11346.0,road,"['N511', 'N302']",N501,,23.8508611,90.3410552,Intersection,N511,N302,
,Dhour sluicegate -2,,,6.901,,,,,,,,,,,,,,,,,,,,,,bridge,,N501,A,23.8530882147058,90.3425952705882,Bridge,,,
N502-1,Bogra (Jahangirabad) Int.with N5-Katham (Nandigram) Int.with Z5207,LRPS,0.0,0.0,LRP020,906.0,19.936,19.936,31.0,698.0,518.0,294.0,251.0,223.0,127.0,248.0,2409.0,1242.0,651.0,601.0,0.0,6041.0,1252.0,7293.0,7293.0,road,"['N5', 'Z5207']",N502,,24.821916,89.36275,Intersection,N5,Z5207,
,.,,,0.441,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,B,24.8200651679545,89.359319318409,Bridge,,,
,.,,,1.534,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.8105260709497,89.3565890418994,Bridge,,,
,.,,,2.517,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.8018806714022,89.3555042341328,Bridge,,,
,.,,,3.512,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.7930353402298,89.3534848444444,Bridge,,,
,.,,,5.905,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.7720054563169,89.3487240981798,Bridge,,,
,.,,,7.902,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,C,24.7544131989082,89.344652080131,Bridge,,,
,.,,,9.19,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,B,24.7451653368663,89.3373875585253,Bridge,,,
,.,,,11.572,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,B,24.72936714,89.321599324,Bridge,,,
,,,,11.572,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,C,24.72936714,89.321599324,Bridge,,,
,.,,,13.404,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,B,24.7148308492537,89.3143710492537,Bridge,,,
,.,,,14.39,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,C,24.7069832417475,89.3109379286407,Bridge,,,
,.,,,15.016,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,C,24.7025009224489,89.3069147877551,Bridge,,,
N502-2,Katham (Nandigram) Int.with Z5207 -Kaigari (Nandigram) Int.with Z5030,LRP020,906.0,19.936,LRP023,536.0,22.556,2.62,31.0,698.0,518.0,294.0,251.0,223.0,127.0,248.0,2409.0,1242.0,651.0,601.0,0.0,6041.0,1252.0,7293.0,7293.0,road,"['Z5207', 'Z5030']",N502,,24.668666,89.2756382,Intersection,Z5207,Z5030,
N502-3,Kaigari (Nandigram) Int.with Z5030-Omarpur (Nandigram) Int.with Z5202,LRP023,536.0,22.556,LRP026,558.0,25.578,3.022,31.0,698.0,518.0,294.0,251.0,223.0,127.0,248.0,2409.0,1242.0,651.0,601.0,0.0,6041.0,1252.0,7293.0,7293.0,road,"['Z5030', 'Z5202']",N502,,24.6508889,89.2583333,Intersection,Z5030,Z5202,
N502-4,Omarpur (Nandigram) Int.with Z5202-Int.with Z5209 (Shingra),LRP026,558.0,25.578,LRP040,4670.0,43.7,18.122,33.0,670.0,479.0,733.0,508.0,403.0,150.0,430.0,1238.0,603.0,336.0,363.0,0.0,5247.0,699.0,5946.0,5946.0,road,"['Z5202', 'Z5209']",N502,,24.6242216,89.241833,Intersection,Z5202,Z5209,
,.,,,29.023,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,B,24.5969535467,89.2380693946,Bridge,,,
,,,,29.023,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,C,24.5969535467,89.2380693946,Bridge,,,
,.,,,29.599,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,B,24.5924725935652,89.2361682313043,Bridge,,,
,,,,29.599,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,C,24.5924725935652,89.2361682313043,Bridge,,,
,.,,,32.334,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.57392966,89.2178781394366,Bridge,,,
,.,,,32.652,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,B,24.5718882913312,89.2158103071207,Bridge,,,
,.,,,33.711,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.5654894619171,89.2083802742228,Bridge,,,
,.,,,34.879,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.5581797574115,89.2153410670354,Bridge,,,
,.,,,35.195,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.5561845571428,89.2008529142857,Bridge,,,
,Jamtala Bridge,,,35.195,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,C,24.5561845571428,89.2008529142857,Bridge,,,
,.,,,36.141,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,B,24.5499918933333,89.1911802316666,Bridge,,,
,.,,,36.998,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.5434436522981,89.1864307881987,Bridge,,,
,Hurmuter Bridge,,,36.998,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,C,24.5434436522981,89.1864307881987,Bridge,,,
,Borochowgram Bridge,,,38.323,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,B,24.5339236052777,89.1788470283333,Bridge,,,
,.,,,38.323,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,C,24.5339236052777,89.1788470283333,Bridge,,,
,.,,,39.246,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.5276864452631,89.1728472926315,Bridge,,,
,Jolarbata Bridge,,,39.246,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.5276864452631,89.1728472926315,Bridge,,,
,.,,,40.598,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.5186144575193,89.164126292093,Bridge,,,
,Faliar Bridge,,,40.598,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,C,24.5186144575193,89.164126292093,Bridge,,,
,.,,,41.099,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.51531058375,89.1609336725,Bridge,,,
,Jolabata Bridge,,,41.099,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,B,24.51531058375,89.1609336725,Bridge,,,
,.,,,42.03,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.50875,89.1546389,Bridge,,,
,Baisar Bridge,,,42.03,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,C,24.50875,89.1546389,Bridge,,,
,.,,,43.002,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.5024361500613,89.1485691723926,Bridge,,,
N502-5,Int.with Z5209 (Shingra)-Dalsarker (Int.with Z5211),LRP040,4670.0,43.7,LRP055,2120.0,56.13,12.43,33.0,670.0,479.0,733.0,508.0,403.0,150.0,430.0,1238.0,603.0,336.0,363.0,0.0,5247.0,699.0,5946.0,5946.0,road,"['Z5209', 'Z5211']",N502,,24.4999719,89.1428886,Intersection,Z5209,Z5211,
,.,,,43.9,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.4999181580645,89.1409889225806,Bridge,,,
,Singra Bridge,,,43.9,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,C,24.4999181580645,89.1409889225806,Bridge,,,
,.,,,45.75,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.4985506208333,89.1226393416666,Bridge,,,
,Nirgunpara Bridge,,,45.75,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,C,24.4985506208333,89.1226393416666,Bridge,,,
,.,,,46.194,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.4979367967741,89.1184066754838,Bridge,,,
,.,,,47.569,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.4953101566423,89.1052716251094,Bridge,,,
,.,,,48.308,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.4907960772972,89.1005272924324,Bridge,,,
,Sherkol Bridge,,,48.308,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,C,24.4907960772972,89.1005272924324,Bridge,,,
,.,,,49.011,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.4844756915384,89.0977097361538,Bridge,,,
,.,,,50.669,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.4761195612862,89.0847487209331,Bridge,,,
,.,,,52.287,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.4681772069767,89.0712766869767,Bridge,,,
,Bandar Bridge,,,52.287,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,C,24.4681772069767,89.0712766869767,Bridge,,,
,.,,,53.108,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.4651926156862,89.0642100047058,Bridge,,,
,Bandar Amtala Bridge,,,53.108,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,C,24.4651926156862,89.0642100047058,Bridge,,,
,.,,,54.635,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.4570325459595,89.0534982194444,Bridge,,,
,.,,,55.695,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.4496965566901,89.0483446319248,Bridge,,,
N502-6,"Dalsarker (Int.with Z5211)-Madrasha more, Natore (Int.with N602)",LRP055,2120.0,56.13,LRPE,0.0,63.29,7.16,33.0,670.0,479.0,733.0,508.0,403.0,150.0,430.0,1238.0,603.0,336.0,363.0,0.0,5247.0,699.0,5946.0,5946.0,road,"['Z5211', 'N602']",N502,,24.4477219,89.0449163,Intersection,Z5211,N602,
,.,,,56.458,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.4464311516666,89.0418982899999,Bridge,,,
,Eichand Bridge,,,56.458,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,C,24.4464311516666,89.0418982899999,Bridge,,,
,Nowapara Bridge,,,57.132,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.443830384507,89.0344060380281,Bridge,,,
,.,,,57.947,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.4418912654687,89.0280519667187,Bridge,,,
,Haguria Bridge,,,57.947,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,B,24.4418912654687,89.0280519667187,Bridge,,,
,.,,,58.736,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.4387328357868,89.0213660121827,Bridge,,,
,Kaishabari Bridge,,,58.736,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,C,24.4387328357868,89.0213660121827,Bridge,,,
,.,,,59.434,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.4367782833922,89.0146848904593,Bridge,,,
,.,,,60.031,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.4350655069999,89.009080562,Bridge,,,
,Vatodara Bridge,,,60.031,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,C,24.4350655069999,89.009080562,Bridge,,,
,.,,,60.477,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.4320505583524,89.0068663338672,Bridge,,,
,.,,,61.75,,,,,,,,,,,,,,,,,,,,,,bridge,,N502,A,24.4218547200854,89.0016985974359,Bridge,,,
N503-1,Utholi(Int.with N5)-Aricha Road,LRPS,0.0,0.0,LRPE,0.0,3.269,3.269,0.0,361.0,166.0,117.0,117.0,421.0,25.0,45.0,814.0,430.0,327.0,435.0,0.0,2496.0,762.0,3258.0,3258.0,road,['N5'],N503,,23.8435552,89.8113333,Intersection,N5,,
,4 s p dacton,,,0.246,,,,,,,,,,,,,,,,,,,,,,bridge,,N503,B,23.8428158231343,89.8091915395522,Bridge,,,
,BOWALY BIG RCC GIDER BRIDGE,,,0.832,,,,,,,,,,,,,,,,,,,,,,bridge,,N503,A,23.8413450482758,89.8037057903448,Bridge,,,
,Utholi Bridge,,,0.832,,,,,,,,,,,,,,,,,,,,,,bridge,,N503,A,23.8413450482758,89.8037057903448,Bridge,,,
,BOLIA BOX CUL;VERT,,,1.159,,,,,,,,,,,,,,,,,,,,,,bridge,,N503,B,23.8405579819672,89.8006721639344,Bridge,,,
,Bowaly Bridge,,,1.498,,,,,,,,,,,,,,,,,,,,,,bridge,,N503,B,23.8398625371794,89.7975719717948,Bridge,,,
,BALIA RCC GIDER BRIDGE,,,1.498,,,,,,,,,,,,,,,,,,,,,,bridge,,N503,C,23.8398625371794,89.7975719717948,Bridge,,,
,BAWALI,,,2.385,,,,,,,,,,,,,,,,,,,,,,bridge,,N503,B,23.8379450313106,89.7891398114077,Bridge,,,
N504-1,Nagarbari Ferry Ghat-Kashinathpur,LRPS,0.0,0.0,LRP004,2986.0,6.653,6.653,92.0,376.0,365.0,146.0,252.0,162.0,6.0,47.0,2052.0,1215.0,524.0,1241.0,11.0,4713.0,1776.0,6489.0,6489.0,road,[],N504,,23.9580556,89.6071944,Road,,,
,.,,,1.097,,,,,,,,,,,,,,,,,,,,,,bridge,,N504,A,23.9530536602094,89.6166028600349,Bridge,,,
,.,,,1.773,,,,,,,,,,,,,,,,,,,,,,bridge,,N504,A,23.9530556,89.6230837646363,Bridge,,,
,.,,,2.851,,,,,,,,,,,,,,,,,,,,,,bridge,,N504,A,23.9530556,89.6334557906363,Bridge,,,
,.,,,3.31,,,,,,,,,,,,,,,,,,,,,,bridge,,N504,A,23.9521389,89.63783124375,Bridge,,,
,Natia Bari Bazar Bridge,,,3.31,,,,,,,,,,,,,,,,,,,,,,bridge,,N504,B,23.9521389,89.63783124375,Bridge,,,
N505-1,Baderhat-Kazirhat (Latifpur),LRPS,0.0,0.0,LRPE,0.0,4.4,4.4,92.0,376.0,365.0,146.0,252.0,162.0,6.0,47.0,2052.0,1215.0,524.0,1241.0,11.0,4713.0,1776.0,6489.0,6489.0,road,[],N505,,23.892583,89.6530278,Road,,,
,.,,,0.228,,,,,,,,,,,,,,,,,,,,,,bridge,,N505,A,23.8913353861702,89.6548888776595,Bridge,,,
N506-1,Rangpur (Trimohoni Chattar) Int.with N517-Mahiganj (Int.with Z5010),LRPS,0.0,0.0,LRP004,220.0,3.245,3.245,79.0,587.0,771.0,313.0,336.0,354.0,342.0,285.0,1198.0,1853.0,979.0,732.0,0.0,6118.0,1711.0,7829.0,7829.0,road,"['N517', 'Z5010']",N506,,25.7161111,89.2623056,Intersection,N517,Z5010,
,.,,,0.185,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,A,25.7170403608342,89.2637467971031,Bridge,,,
,.,,,1.288,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,A,25.7226553941489,89.2725624680851,Bridge,,,
,.,,,2.186,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,A,25.7281468780748,89.2794181208556,Bridge,,,
,,,,2.741,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,A,25.7313284333333,89.2834741930555,Bridge,,,
,.,,,2.741,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,B,25.7313284333333,89.2834741930555,Bridge,,,
N506-2,Mahiganj (Int.with Z5010)-Tista (Int.with Z5611),LRP004,220.0,3.245,LRP024,70.0,22.94,19.695,17.0,607.0,771.0,314.0,294.0,354.0,319.0,265.0,1198.0,1853.0,979.0,732.0,0.0,5992.0,1711.0,7703.0,7703.0,road,"['Z5010', 'Z5611']",N506,,25.7342497,89.2872219,Intersection,Z5010,Z5611,
,.,,,3.47,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,B,25.7344336107296,89.289455360515,Bridge,,,
,.,,,4.356,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,B,25.733390663777,89.2981188198142,Bridge,,,
,.,,,4.731,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,A,25.7344833742268,89.3015035791237,Bridge,,,
,.,,,7.422,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,A,25.7441217722132,89.3232347260096,Bridge,,,
,Burial Bridge,,,8.612,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,A,25.7517586889655,89.3314506227586,Bridge,,,
,Burail Bridge,,,8.612,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,D,25.7517586889655,89.3314506227586,Bridge,,,
,.,,,10.343,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,B,25.7590933523961,89.3461251651757,Bridge,,,
,.,,,11.481,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,B,25.760198868,89.357385534,Bridge,,,
,.,,,12.436,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,B,25.7622222,89.3663889,Bridge,,,
,.,,,13.483,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,B,25.7649275225512,89.3766261371298,Bridge,,,
,.,,,13.909,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,A,25.7661000899772,89.3806559612756,Bridge,,,
,Manash Bridge,,,13.909,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,B,25.7661000899772,89.3806559612756,Bridge,,,
,.,,,15.958,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,B,25.76734005,89.4009934235294,Bridge,,,
,.,,,17.314,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,B,25.7687910664804,89.4144866555866,Bridge,,,
,.,,,19.636,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,D,25.7804477599999,89.4324537868965,Bridge,,,
,.,,,19.896,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,B,25.78186736,89.4344214489655,Bridge,,,
,Tista Bridge,,,20.749,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,C,25.7884727338095,89.4388282047619,Bridge,,,
,,,,21.361,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,B,25.793333,89.4416108,Bridge,,,
,.,,,22.756,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,A,25.804819992,89.446463018,Bridge,,,
N506-3,Tista (Int.with Z5611)-Barabari (Int.with N509),LRP024,70.0,22.94,LRP033,1027.0,32.904,9.964,79.0,587.0,771.0,313.0,336.0,354.0,342.0,285.0,1198.0,1853.0,979.0,732.0,0.0,6118.0,1711.0,7829.0,7829.0,road,"['Z5611', 'N509']",N506,,25.8063889,89.4466663,Intersection,Z5611,N509,
,.,,,23.234,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,A,25.8089413355555,89.4470922955555,Bridge,,,
,.,,,24.692,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,B,25.8218371333333,89.4493968506666,Bridge,,,
,.,,,25.085,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,B,25.8244791489473,89.4520153752631,Bridge,,,
,.,,,26.501,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,D,25.8318533960784,89.4627679980392,Bridge,,,
,.,,,27.019,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,A,25.8345265769807,89.4670269508565,Bridge,,,
,.,,,28.77,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,A,25.8439606723404,89.4811790085106,Bridge,,,
,.,,,29.767,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,A,25.8508384726804,89.4875404536082,Bridge,,,
,.,,,30.338,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,B,25.8546916962962,89.4906819405797,Bridge,,,
N506-4,Barabari (Int.with N509)-Kurigram,LRP033,1027.0,32.904,LRPE,0.0,50.017,17.113,7.0,206.0,205.0,221.0,147.0,125.0,46.0,47.0,531.0,1181.0,1767.0,410.0,3.0,2716.0,2180.0,4896.0,4896.0,road,['N509'],N506,,25.8533943357587,89.51038426135504,Intersection,N509,,
,.,,,35.314,,,,,,,,,,,,,,,,,,,,,,bridge,,N506,A,25.867391671,89.531695208,Bridge,,,
